alien_name,alien_category,planet,galaxy,product,product_family,stage,created_date,close_date,closed,setup_charge,revenue_month
Heaney-Crist,Foxes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,25-Jan-14,25-Apr-14,No,,0
Graham-Carter,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,29-Jan-14,31-Jan-14,Yes,,3750
Senger-Rempel,Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,29-Jan-14,26-Jan-15,No,,0
Wolf-Hansen,Foxes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,29-Jan-14,29-Jan-14,Yes,,1140
Schmidt Inc,Bees,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,15-Jan-14,29-Jan-14,Yes,,0
Kuhlman-Schowalter,Horses,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Identification,15-Jan-14,31-Oct-14,No,,0
Stamm LLC,Bees,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Identification,26-Jan-14,2-May-16,No,,6000
Stamm LLC,Bees,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,26-Jan-14,2-May-16,No,,3000
"Walter, Heathcote and Kuhlman",Ogres,Bergelmir,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,15-Jan-14,31-May-14,No,,240
"Rath, Block and Rath",Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,30-Oct-14,No,,516.2
Daniel-Greenholt,Dogs,Aitne,Centaurus A,Rustic Rubber Chair,California sorcerors,Closed Won,10-Feb-14,18-Feb-14,Yes,,3360
Koepp LLC,Ogres,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Jan-14,1-Feb-14,Yes,,185.4
Koepp LLC,Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,1-Feb-14,Yes,,40.5
Koepp LLC,Ogres,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,1-Feb-14,Yes,,56.5
"Keeling, Mraz and Parisian",Bees,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,20-Jan-14,20-Jan-14,Yes,,364
"Walter, Heathcote and Kuhlman",Ogres,Bergelmir,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,15-Jan-14,31-May-14,No,,1200
"Walter, Heathcote and Kuhlman",Ogres,Bergelmir,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,15-Jan-14,31-May-14,No,,200
Shanahan-Gleichner,Bears,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,2-Sep-15,No,,451.7
Howell Inc,Fishes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,4-Mar-15,No,,709.8
Gutkowski and Sons,Unknown,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Qualification,8-Jan-14,2-Jun-14,No,,40000
"Spencer, Gislason and Kshlerin",Foxes,Ananke,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,6-Jan-14,6-Jan-14,Yes,0,300
Crona-Goyette,Vixens,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Closed Won,10-Jan-14,30-Jan-14,Yes,0,342.4
"Becker, Zulauf and Fadel",Ducks,Deimos,Omega,Sleek Plastic Pants,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,0
"Runte, White and Spinka",Ducks,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,9-Mar-14,10-Mar-15,No,,0
"Moore, Ryan and Kautzer",Dogs,Aitne,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Closed Won,4-Mar-14,4-Mar-14,Yes,,1110
Deckow-Adams,Horses,Bergelmir,Milky Way,Rustic Steel Computer,Rhode Island people,Decision,29-Jan-14,15-May-14,No,,3200
"Langosh, Crist and Wilderman",Vixens,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,6-Jan-14,22-May-14,Yes,-65000,0
"Becker, Zulauf and Fadel",Ducks,Deimos,Omega,Sleek Plastic Pants,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
"Becker, Zulauf and Fadel",Ducks,Deimos,Omega,Rustic Steel Computer,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,1
"Becker, Zulauf and Fadel",Ducks,Deimos,Omega,Rustic Steel Computer,Rhode Island people,Identification,7-Jan-14,28-Nov-14,No,,0
"Runte, White and Spinka",Ducks,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Identification,9-Mar-14,10-Mar-15,No,,0
"Runte, White and Spinka",Ducks,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,9-Mar-14,10-Mar-15,No,,0
Langworth and Sons,Vixens,Amalthea,Milky Way,Incredible Granite Shoes,Alabama chickens,Identification,13-Jan-14,19-Oct-14,No,1000,400
"Runte, White and Spinka",Ducks,Aegir,Milky Way,Sleek Rubber Gloves,California sorcerors,Identification,9-Mar-14,10-Mar-15,No,,0
"Gibson, Kerluke and Koepp",Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Proposal,6-Jan-14,30-Jul-14,No,,0
"Bartoletti, VonRueden and Bosco",Horses,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,6-Jan-14,30-May-14,No,,600
"McCullough, Schiller and Schultz",Foxes,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Proposal,8-Jan-14,30-Jun-14,No,,46750
"Hermiston, Cole and Kunde",Unknown,Aegaeon,Andromeda,Incredible Granite Shoes,Alabama chickens,Proposal,15-Jan-14,31-May-14,No,4700,4860
Gulgowski-Baumbach,Dogs,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Qualification,16-Jan-14,16-Jun-14,No,,3500
Gulgowski-Baumbach,Dogs,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Qualification,16-Jan-14,16-Jun-14,No,,10500
"McKenzie, Brown and Prohaska",Unknown,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,30-Apr-14,No,,387.2
"Kovacek, Ferry and Rodriguez",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,2-Jan-14,9-Mar-14,Yes,0,1255
Wiza LLC,Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,9.7
Wiza LLC,Bees,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,7.3
Wiza LLC,Bees,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,30
Wiza LLC,Bees,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,38
Yundt-Reilly,Bees,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,78.2
Yundt-Reilly,Bees,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,49
Watsica Inc,Ogres,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Aegir,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,3-Jan-14,30-Jun-14,No,,400
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,3-Jan-14,30-Jun-14,No,,400
Lang LLC,Zombies,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,19-Jan-14,25-Feb-14,Yes,,225
Kiehn and Sons,Horses,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,17-Jan-14,25-Feb-14,Yes,,315
Kiehn and Sons,Horses,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,17-Jan-14,25-Feb-14,Yes,,185
"Jaskolski, Koepp and Frami",Unknown,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Closed Won,22-Jan-14,22-Jan-14,Yes,,75
"Jaskolski, Koepp and Frami",Unknown,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,22-Jan-14,22-Jan-14,Yes,,120
Watsica Inc,Ogres,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Watsica Inc,Ogres,Aegir,Milky Way,Rustic Cotton Shirt,Kansas spirits,Proposal,26-Jan-14,30-May-14,No,1,0
Watsica Inc,Ogres,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Proposal,26-Jan-14,30-May-14,No,,0
Ryan-Schulist,Vixens,Aegir,Milky Way,Sleek Plastic Pants,Rhode Island people,Closed Won,9-Mar-14,31-Mar-14,Yes,0,1600
Ryan-Schulist,Vixens,Aegir,Milky Way,Rustic Steel Computer,Rhode Island people,Closed Won,9-Mar-14,31-Mar-14,Yes,0,2500
"Bartoletti, VonRueden and Bosco",Horses,Amalthea,Milky Way,Ergonomic Rubber Computer,Rhode Island people,Proposal,6-Jan-14,28-Jun-14,No,0,2744
Bosco-Zboncak,Bees,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,10-Jan-14,16-Apr-14,Yes,,783
Connelly Group,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,16-Jan-14,7-Feb-14,Yes,,3882.2
Casper and Sons,Vixens,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Proposal,10-Jan-14,27-May-14,No,,0
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,87.7
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,506
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,0
"McCullough, Schiller and Schultz",Foxes,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Identification,27-Jan-14,30-Sep-14,No,,4700
"McCullough, Schiller and Schultz",Foxes,Aoede,Centaurus A,Practical Cotton Table,Rhode Island people,Identification,27-Jan-14,30-Sep-14,No,,2700
Emard-Balistreri,Ogres,Bianca,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,13-Jan-14,11-Mar-14,Yes,,0
Herzog-Heidenreich,Bees,Carpo,Andromeda,Rustic Steel Computer,Rhode Island people,Decision,14-Jan-14,1-May-14,No,,1660
Ankunding LLC,Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Qualification,9-Jan-14,18-Apr-14,No,0,975.6
Kessler LLC,Foxes,Bergelmir,Milky Way,Rustic Rubber Chair,California sorcerors,Decision,7-Jan-14,10-Jun-14,No,35000,12000
"Cole, Marvin and Thiel",Bees,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,10-Mar-14,31-Mar-15,No,1,0
Casper and Sons,Vixens,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Proposal,10-Jan-14,27-May-14,No,,2572
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,540
Mitchell-Hegmann,Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,350
"Christiansen, Von and Fritsch",Horses,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Proposal,27-Jan-14,6-Jun-14,No,,325
"Christiansen, Von and Fritsch",Horses,Aoede,Centaurus A,Sleek Plastic Pants,Rhode Island people,Proposal,27-Jan-14,6-Jun-14,No,,40
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,0
O'Connell-Cassin,Foxes,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,13-Jan-14,30-Oct-14,Yes,,0
Ward-Murazik,Dogs,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,26.8
Ward-Murazik,Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,30.6
Ward-Murazik,Dogs,Albiorix,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,27-Jan-14,31-Jan-14,Yes,,12
"Cremin, Glover and Hills",Bees,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Closed Won,20-Jan-14,20-Jan-14,Yes,0,56.9
"Funk, D'Amore and Bogan",Foxes,Albiorix,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,27-Jan-14,27-Jan-14,Yes,,60
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,13-Jan-14,10-Apr-14,Yes,0,405
"Hackett, Kris and Lockman",Unknown,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,13-Jan-14,10-Apr-14,Yes,0,120
Emard-Balistreri,Ogres,Bianca,Centaurus A,Sleek Rubber Gloves,California sorcerors,Closed Won,13-Jan-14,11-Mar-14,Yes,,500
Emard-Balistreri,Ogres,Bianca,Centaurus A,Rustic Rubber Chair,California sorcerors,Closed Won,13-Jan-14,11-Mar-14,Yes,,300
Emard-Balistreri,Ogres,Bianca,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,13-Jan-14,11-Mar-14,Yes,,0
Feeney-Marks,Dogs,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,14-Jan-14,7-Mar-14,Yes,,0
Feeney-Marks,Dogs,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,14-Jan-14,7-Mar-14,Yes,,0
Herzog-Heidenreich,Bees,Carpo,Andromeda,Sleek Plastic Pants,Rhode Island people,Decision,14-Jan-14,1-May-14,No,,664
Ankunding LLC,Bees,Amalthea,Milky Way,Rustic Steel Car,Rhode Island people,Qualification,9-Jan-14,18-Apr-14,No,466.6,0
"Christiansen, Von and Fritsch",Horses,Aoede,Centaurus A,Rustic Steel Computer,Rhode Island people,Proposal,27-Jan-14,6-Jun-14,No,,1900
"Christiansen, Von and Fritsch",Horses,Aoede,Centaurus A,Awesome Granite Chair,California sorcerors,Proposal,27-Jan-14,6-Jun-14,No,,300
Bosco-Wisoky,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Dec-14,No,,0
Bosco-Wisoky,Dogs,Enceladus,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,30-Jan-14,28-Mar-14,Yes,3490,3818
Gottlieb LLC,Bees,Amalthea,Milky Way,Sleek Rubber Gloves,California sorcerors,Closed Won,16-Jan-14,30-Jan-14,Yes,5514.5,2302.8
Kemmer and Sons,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,27-Jan-14,20-Feb-15,No,,3871.8
Kris-Stanton,Horses,Aoede,Centaurus A,Ergonomic Plastic Hat,Rhode Island people,Closed Won,2-Jan-14,4-Feb-14,Yes,,0
Ortiz Group,Foxes,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Qualification,20-Jan-14,19-Aug-14,No,0,19800
Ortiz Group,Foxes,Amalthea,Milky Way,Practical Cotton Hat,Alabama chickens,Qualification,20-Jan-14,19-Aug-14,No,39600,0
Ortiz Group,Foxes,Amalthea,Milky Way,Rustic Steel Car,Rhode Island people,Qualification,20-Jan-14,19-Aug-14,No,788400,0
Rowe Group,Frogs,Aegir,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Proposal,20-Jan-14,26-May-14,No,,0
West-Wunsch,Vixens,Callirrhoe,Milky Way,Ergonomic Plastic Hat,Rhode Island people,Proposal,21-Jan-14,31-May-14,No,,2895
West-Wunsch,Vixens,Callirrhoe,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,21-Jan-14,31-May-14,No,,3650
West-Wunsch,Vixens,Callirrhoe,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,21-Jan-14,31-May-14,No,,120
Rodriguez-Gislason,Dogs,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Proposal,6-Jan-14,25-Aug-14,No,0,0
"Kuphal, Muller and Friesen",Bees,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Decision,17-Jan-14,1-Aug-14,No,,4000
"Monahan, Green and Mann",Kangaroos,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,27-Jan-14,10-Feb-15,No,,3310.4
Lemke and Sons,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,28-Jan-14,28-Jan-14,Yes,,179.8
Luettgen Inc,Kangaroos,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,28-Jan-14,28-Jan-14,Yes,,2760
Kautzer-Lakin,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,28-Jul-15,No,,0
"Murray, Bailey and Ankunding",Vixens,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,17-Jun-14,No,,0
Bartoletti-Luettgen,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,28-May-14,No,,645.3
O'Conner-Kulas,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,28-May-14,No,,451.7
Reichert-Gibson,Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,1759.5
Reichert-Gibson,Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,445.7
"Hauck, Luettgen and Wilderman",Foxes,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,23-Jan-14,23-Jan-14,Yes,,1615
"Hauck, Luettgen and Wilderman",Foxes,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,23-Jan-14,23-Jan-14,Yes,,150
"Hauck, Luettgen and Wilderman",Foxes,Aitne,Centaurus A,Practical Cotton Table,Rhode Island people,Closed Won,23-Jan-14,23-Jan-14,Yes,,450
Durgan Group,Dogs,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,89.8
Durgan Group,Dogs,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,535.2
Willms-Klein,Dogs,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,23-Jan-14,20-Feb-14,Yes,,261.8
Beatty-Kling,Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,9-Mar-14,9-Mar-14,Yes,0,258.7
"Kessler, Wehner and Jerde",Horses,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,20-Jan-14,20-Jan-14,Yes,,40
"Kling, Price and Kerluke",Kangaroos,Aoede,Centaurus A,Rustic Rubber Chair,California sorcerors,Closed Won,2-Jan-14,4-Feb-14,Yes,,450
Wyman-King,Horses,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Proposal,19-Jan-14,28-May-14,No,,400
Ankunding LLC,Bees,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,24-Jan-14,18-Apr-14,Yes,,0
"Kessler, Wehner and Jerde",Horses,Aitne,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,20-Jan-14,20-Jan-14,Yes,,102
"Hoeger, Veum and Hoppe",Bees,Aitne,Centaurus A,Sleek Plastic Pants,Rhode Island people,Closed Won,20-Jan-14,20-Jan-14,Yes,,60
"Jacobson, McKenzie and Miller",Ducks,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Lost,23-Jan-14,17-Apr-14,Yes,,1875
"Murray, Abbott and Corwin",Bears,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Proposal,23-Jan-14,28-Jun-14,No,0,453.5
"Murray, Abbott and Corwin",Bears,Amalthea,Milky Way,Rustic Steel Car,Rhode Island people,Proposal,23-Jan-14,28-Jun-14,No,,3029.9
Hagenes-Mann,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,30-Jan-14,4-Mar-15,No,,580.8
"Tillman, Bartell and Braun",Dogs,Arche,Centaurus A,Rustic Steel Computer,Rhode Island people,Closed Won,13-Jan-14,8-Apr-14,Yes,,0
Dach-Weber,Fishes,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Proposal,29-Jan-14,29-Jul-14,No,0,3000
Dach-Weber,Fishes,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,29-Jan-14,29-Jul-14,No,0,3000
Cronin-Fisher,Horses,Amalthea,Milky Way,Rustic Steel Computer,Rhode Island people,Identification,31-Jan-14,18-Nov-14,No,,0
Cronin-Fisher,Horses,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Identification,31-Jan-14,18-Nov-14,No,,0
Stanton LLC,Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,10-Mar-14,31-Oct-14,No,,1613.3
Sipes Group,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,10-Mar-14,10-Oct-14,No,,169.4
Jacobs-Hodkiewicz,Foxes,Albiorix,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,2-Feb-14,7-Feb-14,Yes,,500
Bednar Group,Ducks,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,1-Nov-15,No,,0
Reilly-McKenzie,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Sep-15,No,,0
"Daugherty, Feeney and Price",Vixens,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,3-Feb-14,3-Feb-14,Yes,,80
"Flatley, Medhurst and Fahey",Ducks,Calypso,Milky Way,Rustic Rubber Chair,California sorcerors,Proposal,31-Jan-14,30-Apr-14,No,63000,15000
O'Connell Inc,Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,19-Jan-14,31-Jan-14,Yes,,30
Goyette Group,Foxes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Proposal,10-Mar-14,30-Jun-14,No,,38718.5
Cronin-Fisher,Horses,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Identification,31-Jan-14,18-Nov-14,No,,0
Hyatt-Lakin,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Qualification,25-Jan-14,25-Jun-14,No,,0
Willms LLC,Bears,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Decision,29-Jan-14,30-Jun-14,No,100,468
Willms LLC,Bears,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Decision,29-Jan-14,30-Jun-14,No,0,258
Goyette-Farrell,Horses,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,27-Jan-14,26-Feb-14,Yes,,0
"Crist, Schuppe and Miller",Foxes,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,28-Jan-14,15-Dec-14,No,,0
Rogahn Group,Horses,Amalthea,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Identification,23-Jan-14,24-Mar-15,No,,742.3
Schimmel Inc,Ogres,Albiorix,Andromeda,Ergonomic Wooden Computer,Rhode Island people,Closed Won,19-Jan-14,31-Jan-14,Yes,,20
Schimmel Inc,Ogres,Albiorix,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,19-Jan-14,31-Jan-14,Yes,,90
Connelly Group,Horses,Aegaeon,Andromeda,Sleek Rubber Gloves,California sorcerors,Closed Won,24-Jan-14,31-Jan-14,Yes,,27
Connelly Group,Horses,Aegaeon,Andromeda,Intelligent Steel Pants,California sorcerors,Closed Won,24-Jan-14,31-Jan-14,Yes,,12
Weissnat-Schowalter,Oxen,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Identification,25-Jan-14,25-Jul-14,No,,0
"Runte, White and Spinka",Ducks,Aegir,Milky Way,Ergonomic Wooden Computer,Rhode Island people,Closed Won,7-Jan-14,6-Feb-14,Yes,,2206
Kovacek-Schneider,Ogres,Amalthea,Milky Way,Sleek Plastic Pants,Rhode Island people,Closed Won,16-Jan-14,16-Jan-14,Yes,,371.4
Rowe and Sons,Ogres,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,14-Jan-14,26-Jun-14,Yes,,24.2
Raynor Group,Bees,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Proposal,15-Jan-14,30-Apr-14,Yes,64885.5,64885.5
Raynor Group,Bees,Amalthea,Milky Way,Rustic Rubber Chair,California sorcerors,Proposal,15-Jan-14,30-Apr-14,Yes,,0
Schimmel Inc,Ogres,Albiorix,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,19-Jan-14,31-Jan-14,Yes,,50
Weissnat-Hintz,Dogs,Anthe,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,25-Jan-14,14-Feb-14,Yes,,350.1
Terry-Jacobi,Horses,Adrastea,Omega,Rustic Steel Computer,Rhode Island people,Decision,9-Jan-14,16-Jun-14,No,,950
Terry-Jacobi,Horses,Belinda,Omega,Rustic Steel Computer,Rhode Island people,Decision,9-Jan-14,16-Jun-14,No,,1305
Connelly Group,Horses,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,21-Jan-14,24-Mar-14,Yes,,26400
Rowe and Sons,Ogres,Amalthea,Milky Way,Practical Cotton Table,Rhode Island people,Proposal,14-Jan-14,26-Jun-14,No,0,0
Cassin LLC,Horses,Amalthea,Milky Way,Small Rubber Chair,Kentucky druids,Closed Lost,21-Jan-14,11-Mar-14,Yes,,7000
Hermann and Sons,Ducks,Aegaeon,Andromeda,Sleek Plastic Pants,Rhode Island people,Closed Won,3-Feb-14,3-Feb-14,Yes,,24
Hermann and Sons,Ducks,Aegaeon,Andromeda,Practical Cotton Table,Rhode Island people,Closed Won,3-Feb-14,3-Feb-14,Yes,,48
Hegmann Inc,Bees,Amalthea,Milky Way,Rustic Cotton Shirt,Kansas spirits,Qualification,24-Jan-14,28-Jul-14,No,0,1300
Willms LLC,Bears,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Closed Won,29-Jan-14,29-Jan-14,Yes,0,123
"Cole, Marvin and Thiel",Bees,Aoede,Centaurus A,Sleek Rubber Gloves,California sorcerors,Identification,10-Mar-14,31-Mar-15,No,500000,30000
Sporer Group,Dogs,Aegaeon,Andromeda,Rustic Rubber Chair,California sorcerors,Decision,1-Feb-14,27-May-14,No,0,4166
Hermann and Sons,Ducks,Aegaeon,Andromeda,Rustic Steel Computer,Rhode Island people,Closed Won,3-Feb-14,3-Feb-14,Yes,,48
"Rosenbaum, Ortiz and Hessel",Horses,Aoede,Centaurus A,Ergonomic Wooden Computer,Rhode Island people,Decision,10-Jan-14,15-Jul-14,No,0,1250
